ItemCertificado,Parcela,MovimentoId,TipoMovimento,EventoId,Identificador
600013020033200550,18,559B0000-4836-0022-B063-08DBE21A62EE,Reemissao,559B0000-4836-0022-4288-08DBE21A62DD,41C80000-3A89-000D-7F36-08DBC609CD68
600013020033200549,18,559B0000-4836-0022-0005-08DBE21A62F2,Baixa,559B0000-4836-0022-4288-08DBE21A62DD,41C80000-3A89-000D-7F36-08DBC609CD68
600013020033200549,18,559B0000-4836-0022-0235-08DBE21A62F2,CancelamentoParcela,559B0000-4836-0022-4288-08DBE21A62DD,41C80000-3A89-000D-7F36-08DBC609CD68
600013020033200549,18,559B0000-4836-0022-0268-08DBE21A62F2,Reemissao,559B0000-4836-0022-4288-08DBE21A62DD,41C80000-3A89-000D-7F36-08DBC609CD68
600002056105201133,48,559B0000-4836-0022-5CA7-08DBE21A655E,Baixa,559B0000-4836-0022-BF91-08DBE21A6556,41C80000-3A89-000D-00C9-08DBC6C722EB
600002056105201133,48,559B0000-4836-0022-5EA2-08DBE21A655E,CancelamentoParcela,559B0000-4836-0022-BF91-08DBE21A6556,41C80000-3A89-000D-00C9-08DBC6C722EB
600002056105201133,48,559B0000-4836-0022-5F4B-08DBE21A655E,Reemissao,559B0000-4836-0022-BF91-08DBE21A6556,41C80000-3A89-000D-00C9-08DBC6C722EB
600002056105202001,48,559B0000-4836-0022-E302-08DBE21A6574,Reemissao,559B0000-4836-0022-BF91-08DBE21A6556,41C80000-3A89-000D-00C9-08DBC6C722EB
600002056105202001,48,559B0000-4836-0022-E338-08DBE21A6574,Baixa,559B0000-4836-0022-BF91-08DBE21A6556,41C80000-3A89-000D-00C9-08DBC6C722EB
600002056105202002,48,559B0000-4836-0022-3563-08DBE21A6577,Baixa,559B0000-4836-0022-BF91-08DBE21A6556,41C80000-3A89-000D-00C9-08DBC6C722EB
600002056105202002,48,559B0000-4836-0022-369E-08DBE21A6577,CancelamentoParcela,559B0000-4836-0022-BF91-08DBE21A6556,41C80000-3A89-000D-00C9-08DBC6C722EB
600002056105202002,48,559B0000-4836-0022-36AB-08DBE21A6577,Reemissao,559B0000-4836-0022-BF91-08DBE21A6556,41C80000-3A89-000D-00C9-08DBC6C722EB
600002066234201133,46,559B0000-4836-0022-0324-08DBE21A657D,Baixa,559B0000-4836-0022-5AC1-08DBE21A656B,41C80000-3A89-000D-D719-08DBC6C19ACE
600002066234201133,46,559B0000-4836-0022-043A-08DBE21A657D,CancelamentoParcela,559B0000-4836-0022-5AC1-08DBE21A656B,41C80000-3A89-000D-D719-08DBC6C19ACE
600002066234201133,46,559B0000-4836-0022-044B-08DBE21A657D,Reemissao,559B0000-4836-0022-5AC1-08DBE21A656B,41C80000-3A89-000D-D719-08DBC6C19ACE
600002066234202001,46,559B0000-4836-0022-BB2B-08DBE21A6589,Reemissao,559B0000-4836-0022-5AC1-08DBE21A656B,41C80000-3A89-000D-D719-08DBC6C19ACE
600002066234202001,46,559B0000-4836-0022-BB5F-08DBE21A6589,Baixa,559B0000-4836-0022-5AC1-08DBE21A656B,41C80000-3A89-000D-D719-08DBC6C19ACE
111075390211410171,1,559B0000-4836-0022-6165-08DBE21A6774,Baixa,559B0000-4836-0022-6567-08DBE21A675C,400D0100-BD3C-6045-034A-08DBCBEF01A7
600012426400200550,19,559B0000-4836-0022-4359-08DBE21A680D,Baixa,559B0000-4836-0022-B5C4-08DBE21A6809,E00E0000-BD3C-6045-4841-08DBCC559193
